date,year,time_window,sector,energy_type,value_trillion_btu
1981-06-01,1981,1973-1989,electric power,biomass,0.161
1981-06-01,1981,1973-1989,commercial,biomass,1.73
1981-06-01,1981,1973-1989,industrial,biomass,139.288
1981-06-01,1981,1973-1989,residential,biomass,71.507
1981-06-01,1981,1973-1989,transportation,biomass,0.553
1981-07-01,1981,1973-1989,commercial,biomass,1.788
1981-07-01,1981,1973-1989,residential,biomass,73.89
1981-07-01,1981,1973-1989,electric power,biomass,0.212
1981-07-01,1981,1973-1989,industrial,biomass,143.93
1981-07-01,1981,1973-1989,transportation,biomass,0.571
1981-08-01,1981,1973-1989,electric power,biomass,0.248
1981-08-01,1981,1973-1989,residential,biomass,73.89
1981-08-01,1981,1973-1989,industrial,biomass,143.93
1981-08-01,1981,1973-1989,commercial,biomass,1.788
1981-08-01,1981,1973-1989,transportation,biomass,0.571
1981-09-01,1981,1973-1989,electric power,biomass,0.403
1981-09-01,1981,1973-1989,transportation,biomass,0.553
1981-09-01,1981,1973-1989,residential,biomass,71.507
1981-09-01,1981,1973-1989,commercial,biomass,1.73
1981-09-01,1981,1973-1989,industrial,biomass,139.288
1981-10-01,1981,1973-1989,commercial,biomass,1.788
1981-10-01,1981,1973-1989,residential,biomass,73.89
1981-10-01,1981,1973-1989,transportation,biomass,0.571
1981-10-01,1981,1973-1989,electric power,biomass,0.402
1981-10-01,1981,1973-1989,industrial,biomass,143.93
1981-11-01,1981,1973-1989,industrial,biomass,139.288
1981-11-01,1981,1973-1989,residential,biomass,71.507
1981-11-01,1981,1973-1989,transportation,biomass,0.553
1981-11-01,1981,1973-1989,commercial,biomass,1.73
1981-11-01,1981,1973-1989,electric power,biomass,0.36
1981-12-01,1981,1973-1989,transportation,biomass,0.571
1981-12-01,1981,1973-1989,electric power,biomass,0.261
1981-12-01,1981,1973-1989,residential,biomass,73.89
1981-12-01,1981,1973-1989,industrial,biomass,143.93
1981-12-01,1981,1973-1989,commercial,biomass,1.788
1982-01-01,1982,1973-1989,residential,biomass,82.384
1982-01-01,1982,1973-1989,industrial,biomass,140.11
1982-01-01,1982,1973-1989,transportation,biomass,1.553
1982-01-01,1982,1973-1989,electric power,biomass,0.325
1982-01-01,1982,1973-1989,commercial,biomass,1.879
1982-02-01,1982,1973-1989,commercial,biomass,1.698
1982-02-01,1982,1973-1989,electric power,biomass,0.313
1982-02-01,1982,1973-1989,transportation,biomass,1.403
1982-02-01,1982,1973-1989,industrial,biomass,126.552
1982-02-01,1982,1973-1989,residential,biomass,74.411
1982-03-01,1982,1973-1989,transportation,biomass,1.553
1982-03-01,1982,1973-1989,residential,biomass,82.384
1982-03-01,1982,1973-1989,electric power,biomass,0.231
1982-03-01,1982,1973-1989,commercial,biomass,1.879
1982-03-01,1982,1973-1989,industrial,biomass,140.11
1982-04-01,1982,1973-1989,industrial,biomass,135.59
1982-04-01,1982,1973-1989,residential,biomass,79.726
1982-04-01,1982,1973-1989,electric power,biomass,0.183
1982-04-01,1982,1973-1989,commercial,biomass,1.819
1982-04-01,1982,1973-1989,transportation,biomass,1.503
1982-05-01,1982,1973-1989,residential,biomass,82.384
1982-05-01,1982,1973-1989,transportation,biomass,1.553
1982-05-01,1982,1973-1989,industrial,biomass,140.11
1982-05-01,1982,1973-1989,commercial,biomass,1.879
1982-05-01,1982,1973-1989,electric power,biomass,0.21
1982-06-01,1982,1973-1989,commercial,biomass,1.819
1982-06-01,1982,1973-1989,industrial,biomass,135.59
1982-06-01,1982,1973-1989,transportation,biomass,1.503
1982-06-01,1982,1973-1989,residential,biomass,79.726
1982-06-01,1982,1973-1989,electric power,biomass,0.229
1982-07-01,1982,1973-1989,transportation,biomass,1.553
1982-07-01,1982,1973-1989,commercial,biomass,1.879
1982-07-01,1982,1973-1989,residential,biomass,82.384
1982-07-01,1982,1973-1989,industrial,biomass,140.11
1982-07-01,1982,1973-1989,electric power,biomass,0.276
1982-08-01,1982,1973-1989,commercial,biomass,1.879
1982-08-01,1982,1973-1989,residential,biomass,82.384
1982-08-01,1982,1973-1989,electric power,biomass,0.241
1982-08-01,1982,1973-1989,industrial,biomass,140.11
1982-08-01,1982,1973-1989,transportation,biomass,1.553
1982-09-01,1982,1973-1989,commercial,biomass,1.819
1982-09-01,1982,1973-1989,electric power,biomass,0.309
1982-09-01,1982,1973-1989,industrial,biomass,135.59
1982-09-01,1982,1973-1989,transportation,biomass,1.503
1982-09-01,1982,1973-1989,residential,biomass,79.726
1982-10-01,1982,1973-1989,residential,biomass,82.384
1982-10-01,1982,1973-1989,commercial,biomass,1.879
1982-10-01,1982,1973-1989,electric power,biomass,0.447
1982-10-01,1982,1973-1989,industrial,biomass,140.11
1982-10-01,1982,1973-1989,transportation,biomass,1.553
1982-11-01,1982,1973-1989,transportation,biomass,1.503
1982-11-01,1982,1973-1989,electric power,biomass,0.309
1982-11-01,1982,1973-1989,industrial,biomass,135.59
1982-11-01,1982,1973-1989,commercial,biomass,1.819
1982-11-01,1982,1973-1989,residential,biomass,79.726
1982-12-01,1982,1973-1989,transportation,biomass,1.553
1982-12-01,1982,1973-1989,residential,biomass,82.384
1982-12-01,1982,1973-1989,industrial,biomass,140.11
1982-12-01,1982,1973-1989,electric power,biomass,0.283
1982-12-01,1982,1973-1989,commercial,biomass,1.879
1983-01-01,1983,1973-1989,transportation,biomass,2.864
1983-01-01,1983,1973-1989,industrial,biomass,159.199
1983-01-01,1983,1973-1989,electric power,biomass,0.237
1983-01-01,1983,1973-1989,commercial,biomass,1.891
1983-01-01,1983,1973-1989,residential,biomass,82.384
1983-02-01,1983,1973-1989,industrial,biomass,143.793
1983-02-01,1983,1973-1989,transportation,biomass,2.587
1983-02-01,1983,1973-1989,residential,biomass,74.411
1983-02-01,1983,1973-1989,electric power,biomass,0.239
1983-02-01,1983,1973-1989,commercial,biomass,1.709
1983-03-01,1983,1973-1989,electric power,biomass,0.272
1983-03-01,1983,1973-1989,industrial,biomass,159.199
1983-03-01,1983,1973-1989,transportation,biomass,2.864
1983-03-01,1983,1973-1989,residential,biomass,82.384
1983-03-01,1983,1973-1989,commercial,biomass,1.891
1983-04-01,1983,1973-1989,electric power,biomass,0.234
1983-04-01,1983,1973-1989,commercial,biomass,1.831
1983-04-01,1983,1973-1989,residential,biomass,79.726
1983-04-01,1983,1973-1989,industrial,biomass,154.063
1983-04-01,1983,1973-1989,transportation,biomass,2.772
1983-05-01,1983,1973-1989,commercial,biomass,1.891
1983-05-01,1983,1973-1989,electric power,biomass,0.309
1983-05-01,1983,1973-1989,residential,biomass,82.384
1983-05-01,1983,1973-1989,transportation,biomass,2.864
1983-05-01,1983,1973-1989,industrial,biomass,159.199
1983-06-01,1983,1973-1989,industrial,biomass,154.063
1983-06-01,1983,1973-1989,transportation,biomass,2.772
1983-06-01,1983,1973-1989,commercial,biomass,1.831
1983-06-01,1983,1973-1989,electric power,biomass,0.344
1983-06-01,1983,1973-1989,residential,biomass,79.726
1983-07-01,1983,1973-1989,transportation,biomass,2.864
1983-07-01,1983,1973-1989,electric power,biomass,0.312
1983-07-01,1983,1973-1989,industrial,biomass,159.199
1983-07-01,1983,1973-1989,residential,biomass,82.384
1983-07-01,1983,1973-1989,commercial,biomass,1.891
1983-08-01,1983,1973-1989,electric power,biomass,0.356
1983-08-01,1983,1973-1989,commercial,biomass,1.891
1983-08-01,1983,1973-1989,residential,biomass,82.384
1983-08-01,1983,1973-1989,industrial,biomass,159.199
1983-08-01,1983,1973-1989,transportation,biomass,2.864
1983-09-01,1983,1973-1989,commercial,biomass,1.831
1983-09-01,1983,1973-1989,residential,biomass,79.726
1983-09-01,1983,1973-1989,electric power,biomass,0.364
1983-09-01,1983,1973-1989,transportation,biomass,2.772
1983-09-01,1983,1973-1989,industrial,biomass,154.063
1983-10-01,1983,1973-1989,residential,biomass,82.384
1983-10-01,1983,1973-1989,transportation,biomass,2.864
1983-10-01,1983,1973-1989,industrial,biomass,159.199
1983-10-01,1983,1973-1989,electric power,biomass,0.394
1983-10-01,1983,1973-1989,commercial,biomass,1.891
1983-11-01,1983,1973-1989,industrial,biomass,154.063
1983-11-01,1983,1973-1989,commercial,biomass,1.831
1983-11-01,1983,1973-1989,transportation,biomass,2.772
1983-11-01,1983,1973-1989,electric power,biomass,0.388
1983-11-01,1983,1973-1989,residential,biomass,79.726
1983-12-01,1983,1973-1989,industrial,biomass,159.199
1983-12-01,1983,1973-1989,electric power,biomass,0.533
1983-12-01,1983,1973-1989,transportation,biomass,2.864
1983-12-01,1983,1973-1989,residential,biomass,82.384
1983-12-01,1983,1973-1989,commercial,biomass,1.891
1984-01-01,1984,1973-1989,industrial,biomass,162.474
1984-01-01,1984,1973-1989,transportation,biomass,3.495
1984-01-01,1984,1973-1989,residential,biomass,83.005
1984-01-01,1984,1973-1989,commercial,biomass,1.893
1984-01-01,1984,1973-1989,electric power,biomass,0.614
1984-02-01,1984,1973-1989,residential,biomass,77.65
1984-02-01,1984,1973-1989,industrial,biomass,151.993
1984-02-01,1984,1973-1989,electric power,biomass,0.485
1984-02-01,1984,1973-1989,commercial,biomass,1.771
1984-02-01,1984,1973-1989,transportation,biomass,3.27
1984-03-01,1984,1973-1989,transportation,biomass,3.495
1984-03-01,1984,1973-1989,industrial,biomass,162.474
1984-03-01,1984,1973-1989,commercial,biomass,1.893
1984-03-01,1984,1973-1989,electric power,biomass,0.66
1984-03-01,1984,1973-1989,residential,biomass,83.005
1984-04-01,1984,1973-1989,residential,biomass,80.328
1984-04-01,1984,1973-1989,transportation,biomass,3.382
1984-04-01,1984,1973-1989,electric power,biomass,0.501
1984-04-01,1984,1973-1989,commercial,biomass,1.832
1984-04-01,1984,1973-1989,industrial,biomass,157.234
1984-05-01,1984,1973-1989,commercial,biomass,1.893
1984-05-01,1984,1973-1989,industrial,biomass,162.474
1984-05-01,1984,1973-1989,electric power,biomass,0.54
1984-05-01,1984,1973-1989,residential,biomass,83.005
1984-05-01,1984,1973-1989,transportation,biomass,3.495
1984-06-01,1984,1973-1989,residential,biomass,80.328
1984-06-01,1984,1973-1989,transportation,biomass,3.382
1984-06-01,1984,1973-1989,electric power,biomass,0.526
1984-06-01,1984,1973-1989,commercial,biomass,1.832
1984-06-01,1984,1973-1989,industrial,biomass,157.234
1984-07-01,1984,1973-1989,transportation,biomass,3.495
1984-07-01,1984,1973-1989,electric power,biomass,0.763
1984-07-01,1984,1973-1989,commercial,biomass,1.893
1984-07-01,1984,1973-1989,industrial,biomass,162.474
1984-07-01,1984,1973-1989,residential,biomass,83.005
1984-08-01,1984,1973-1989,electric power,biomass,0.77
1984-08-01,1984,1973-1989,transportation,biomass,3.495
1984-08-01,1984,1973-1989,industrial,biomass,162.474
1984-08-01,1984,1973-1989,commercial,biomass,1.893
1984-08-01,1984,1973-1989,residential,biomass,83.005
1984-09-01,1984,1973-1989,transportation,biomass,3.382
1984-09-01,1984,1973-1989,commercial,biomass,1.832
1984-09-01,1984,1973-1989,residential,biomass,80.328
1984-09-01,1984,1973-1989,industrial,biomass,157.234
1984-09-01,1984,1973-1989,electric power,biomass,0.82
1984-10-01,1984,1973-1989,transportation,biomass,3.495
1984-10-01,1984,1973-1989,electric power,biomass,1.105
1984-10-01,1984,1973-1989,industrial,biomass,162.474
1984-10-01,1984,1973-1989,residential,biomass,83.005
1984-10-01,1984,1973-1989,commercial,biomass,1.893
1984-11-01,1984,1973-1989,commercial,biomass,1.832
1984-11-01,1984,1973-1989,transportation,biomass,3.382
1984-11-01,1984,1973-1989,residential,biomass,80.328
1984-11-01,1984,1973-1989,industrial,biomass,157.234
1984-11-01,1984,1973-1989,electric power,biomass,1.291
1984-12-01,1984,1973-1989,electric power,biomass,1.174
1984-12-01,1984,1973-1989,transportation,biomass,3.495
1984-12-01,1984,1973-1989,commercial,biomass,1.893
1984-12-01,1984,1973-1989,residential,biomass,83.005
1984-12-01,1984,1973-1989,industrial,biomass,162.474
1985-01-01,1985,1973-1989,electric power,biomass,1.369
1985-01-01,1985,1973-1989,commercial,biomass,2.07
1985-01-01,1985,1973-1989,residential,biomass,85.781
1985-01-01,1985,1973-1989,industrial,biomass,162.87
1985-01-01,1985,1973-1989,transportation,biomass,4.224
1985-02-01,1985,1973-1989,transportation,biomass,3.816
1985-02-01,1985,1973-1989,industrial,biomass,147.11
1985-02-01,1985,1973-1989,electric power,biomass,1.238
1985-02-01,1985,1973-1989,residential,biomass,77.479
1985-02-01,1985,1973-1989,commercial,biomass,1.87
1985-03-01,1985,1973-1989,electric power,biomass,1.389
1985-03-01,1985,1973-1989,transportation,biomass,4.224
1985-03-01,1985,1973-1989,commercial,biomass,2.07
1985-03-01,1985,1973-1989,industrial,biomass,162.87
1985-03-01,1985,1973-1989,residential,biomass,85.781
1985-04-01,1985,1973-1989,transportation,biomass,4.088
1985-04-01,1985,1973-1989,electric power,biomass,0.877
1985-04-01,1985,1973-1989,commercial,biomass,2.004
1985-04-01,1985,1973-1989,residential,biomass,83.014
1985-04-01,1985,1973-1989,industrial,biomass,157.617
1985-05-01,1985,1973-1989,commercial,biomass,2.07
1985-05-01,1985,1973-1989,transportation,biomass,4.224
1985-05-01,1985,1973-1989,residential,biomass,85.781
1985-05-01,1985,1973-1989,industrial,biomass,162.87
1985-05-01,1985,1973-1989,electric power,biomass,0.935
1985-06-01,1985,1973-1989,commercial,biomass,2.004
1985-06-01,1985,1973-1989,transportation,biomass,4.088
1985-06-01,1985,1973-1989,electric power,biomass,0.921
1985-06-01,1985,1973-1989,industrial,biomass,157.617
1985-06-01,1985,1973-1989,residential,biomass,83.014
1985-07-01,1985,1973-1989,electric power,biomass,1.212
1985-07-01,1985,1973-1989,transportation,biomass,4.224
1985-07-01,1985,1973-1989,industrial,biomass,162.87
1985-07-01,1985,1973-1989,commercial,biomass,2.07
1985-07-01,1985,1973-1989,residential,biomass,85.781
1985-08-01,1985,1973-1989,transportation,biomass,4.224
1985-08-01,1985,1973-1989,residential,biomass,85.781
1985-08-01,1985,1973-1989,industrial,biomass,162.87
1985-08-01,1985,1973-1989,electric power,biomass,1.355
1985-08-01,1985,1973-1989,commercial,biomass,2.07
1985-09-01,1985,1973-1989,electric power,biomass,1.274
1985-09-01,1985,1973-1989,industrial,biomass,157.617
1985-09-01,1985,1973-1989,transportation,biomass,4.088
1985-09-01,1985,1973-1989,commercial,biomass,2.004
1985-09-01,1985,1973-1989,residential,biomass,83.014
1985-10-01,1985,1973-1989,industrial,biomass,162.87
1985-10-01,1985,1973-1989,transportation,biomass,4.224
1985-10-01,1985,1973-1989,electric power,biomass,1.229
1985-10-01,1985,1973-1989,residential,biomass,85.781
1985-10-01,1985,1973-1989,commercial,biomass,2.07
1985-11-01,1985,1973-1989,residential,biomass,83.014
1985-11-01,1985,1973-1989,commercial,biomass,2.004
1985-11-01,1985,1973-1989,transportation,biomass,4.088
1985-11-01,1985,1973-1989,electric power,biomass,1.348
1985-11-01,1985,1973-1989,industrial,biomass,157.617
1985-12-01,1985,1973-1989,transportation,biomass,4.224
1985-12-01,1985,1973-1989,electric power,biomass,1.299
1985-12-01,1985,1973-1989,industrial,biomass,162.87
1985-12-01,1985,1973-1989,commercial,biomass,2.07
1985-12-01,1985,1973-1989,residential,biomass,85.781
1986-01-01,1986,1973-1989,electric power,biomass,1.194
1986-01-01,1986,1973-1989,commercial,biomass,2.332
1986-01-01,1986,1973-1989,transportation,biomass,4.878
1986-01-01,1986,1973-1989,residential,biomass,78.137
1986-01-01,1986,1973-1989,industrial,biomass,162.635
1986-02-01,1986,1973-1989,electric power,biomass,0.937
1986-02-01,1986,1973-1989,residential,biomass,70.575
1986-02-01,1986,1973-1989,transportation,biomass,4.406
1986-02-01,1986,1973-1989,industrial,biomass,146.897
1986-02-01,1986,1973-1989,commercial,biomass,2.107
1986-03-01,1986,1973-1989,electric power,biomass,0.854
1986-03-01,1986,1973-1989,industrial,biomass,162.635
1986-03-01,1986,1973-1989,residential,biomass,78.137
1986-03-01,1986,1973-1989,commercial,biomass,2.332
1986-03-01,1986,1973-1989,transportation,biomass,4.878
1986-04-01,1986,1973-1989,commercial,biomass,2.257
1986-04-01,1986,1973-1989,electric power,biomass,0.805
1986-04-01,1986,1973-1989,transportation,biomass,4.721
1986-04-01,1986,1973-1989,industrial,biomass,157.39
1986-04-01,1986,1973-1989,residential,biomass,75.616
1986-05-01,1986,1973-1989,industrial,biomass,162.635
1986-05-01,1986,1973-1989,transportation,biomass,4.878
1986-05-01,1986,1973-1989,residential,biomass,78.137
1986-05-01,1986,1973-1989,electric power,biomass,0.839
1986-05-01,1986,1973-1989,commercial,biomass,2.332
1986-06-01,1986,1973-1989,commercial,biomass,2.257
1986-06-01,1986,1973-1989,electric power,biomass,0.853
1986-06-01,1986,1973-1989,industrial,biomass,157.39
1986-06-01,1986,1973-1989,residential,biomass,75.616
1986-06-01,1986,1973-1989,transportation,biomass,4.721
1986-07-01,1986,1973-1989,electric power,biomass,1.028
1986-07-01,1986,1973-1989,industrial,biomass,162.635
1986-07-01,1986,1973-1989,transportation,biomass,4.878
1986-07-01,1986,1973-1989,residential,biomass,78.137
1986-07-01,1986,1973-1989,commercial,biomass,2.332
1986-08-01,1986,1973-1989,electric power,biomass,1.193
1986-08-01,1986,1973-1989,industrial,biomass,162.635
1986-08-01,1986,1973-1989,residential,biomass,78.137
1986-08-01,1986,1973-1989,transportation,biomass,4.878
1986-08-01,1986,1973-1989,commercial,biomass,2.332
1986-09-01,1986,1973-1989,industrial,biomass,157.39
1986-09-01,1986,1973-1989,electric power,biomass,1.09
1986-09-01,1986,1973-1989,residential,biomass,75.616
1986-09-01,1986,1973-1989,commercial,biomass,2.257
1986-09-01,1986,1973-1989,transportation,biomass,4.721
1986-10-01,1986,1973-1989,commercial,biomass,2.332
1986-10-01,1986,1973-1989,industrial,biomass,162.635
1986-10-01,1986,1973-1989,residential,biomass,78.137
1986-10-01,1986,1973-1989,transportation,biomass,4.878
1986-10-01,1986,1973-1989,electric power,biomass,0.991
1986-11-01,1986,1973-1989,industrial,biomass,157.39
1986-11-01,1986,1973-1989,electric power,biomass,1.139
1986-11-01,1986,1973-1989,transportation,biomass,4.721
1986-11-01,1986,1973-1989,residential,biomass,75.616
1986-11-01,1986,1973-1989,commercial,biomass,2.257
1986-12-01,1986,1973-1989,industrial,biomass,162.635
